city,city_ascii,state_name,lat,lng
Silverdale,Silverdale,Pennsylvania,40.3473,-75.2718
Rutledge,Rutledge,Pennsylvania,39.901,-75.3274
McLouth,McLouth,Kansas,39.1961,-95.2083
Cobden,Cobden,Illinois,37.5335,-89.2545
Thomasboro,Thomasboro,Illinois,40.2438,-88.1876
New Knoxville,New Knoxville,Ohio,40.4947,-84.3151
Fostoria,Fostoria,Michigan,43.2492,-83.372
Wainaku,Wainaku,Hawaii,19.7449,-155.0984
Moravian Falls,Moravian Falls,North Carolina,36.1073,-81.1807
Farmersville,Farmersville,Ohio,39.6787,-84.4275
Tallaboa,Tallaboa,Puerto Rico,17.9935,-66.7067
Five Points,Five Points,Florida,30.2225,-82.6465
China,China,Texas,30.0522,-94.3331
Park City,Park City,Montana,45.631,-108.9253
Sully,Sully,Iowa,41.578,-92.8468
Chetopa,Chetopa,Kansas,37.0376,-95.0923
Speers,Speers,Pennsylvania,40.1222,-79.8799
Adams Center,Adams Center,New York,43.8616,-76.0001
Raymond,Raymond,Illinois,39.3198,-89.5745
Kittredge,Kittredge,Colorado,39.6593,-105.3045
Lake Waukomis,Lake Waukomis,Missouri,39.2306,-94.6386
Culebra,Culebra,Puerto Rico,18.3105,-65.3029
Lynnville,Lynnville,Indiana,38.1988,-87.3141
Porcupine,Porcupine,South Dakota,43.2687,-102.3353
Lawton,Lawton,Iowa,42.477,-96.1851
Raleigh,Raleigh,Mississippi,32.0322,-89.5247
Old Field,Old Field,New York,40.9614,-73.1324
Folly Beach,Folly Beach,South Carolina,32.6692,-79.95
New Richland,New Richland,Minnesota,43.8939,-93.4939
Los Olivos,Los Olivos,California,34.664,-120.117
Trappe,Trappe,Maryland,38.6634,-76.0518
Crawford,Crawford,Georgia,33.8831,-83.1551
Alamo,Alamo,Nevada,37.3771,-115.1678
Barnsdall,Barnsdall,Oklahoma,36.5595,-96.1383
St. Ignatius,St. Ignatius,Montana,47.3187,-114.0956
Maurertown,Maurertown,Virginia,38.9325,-78.4615
Forrest,Forrest,Illinois,40.7511,-88.4096
Pinon,Pinon,Arizona,36.0992,-110.2209
Bass Lake,Bass Lake,Indiana,41.2304,-86.5845
Medley,Medley,Florida,25.8647,-80.3516
Dieterich,Dieterich,Illinois,39.0604,-88.3815
Harmony,Harmony,Minnesota,43.554,-92.0075
Olinda,Olinda,Hawaii,20.8261,-156.2917
Pierce,Pierce,Colorado,40.6411,-104.7701
Camargo,Camargo,Kentucky,37.997,-83.8926
Florence,Florence,Texas,30.8408,-97.7921
Colfax,Colfax,Illinois,40.5666,-88.616
Washington,Washington,Kansas,39.816,-97.0487
Springville,Springville,Virginia,37.194,-81.3999
Point,Point,Texas,32.9302,-95.869
McCammon,McCammon,Idaho,42.6504,-112.1901
Arlington Heights,Arlington Heights,Ohio,39.2154,-84.4556
Copperton,Copperton,Utah,40.5662,-112.0977
Wheatland,Wheatland,Montana,45.958,-111.5781
Kittery Point,Kittery Point,Maine,43.0883,-70.6988
Pray,Pray,Montana,45.415,-110.6533
Kenmare,Kenmare,North Dakota,48.6729,-102.0721
Athens,Athens,Wisconsin,45.0349,-90.0792
Blairs,Blairs,Virginia,36.6958,-79.3774
Hanson,Hanson,Kentucky,37.4184,-87.4809
Río Cañas Abajo,Rio Canas Abajo,Puerto Rico,18.0396,-66.4683
Amherst,Amherst,Texas,34.012,-102.4147
Mammoth,Mammoth,Arizona,32.6853,-110.7292
Marshallville,Marshallville,Georgia,32.4564,-83.9407
Prices Fork,Prices Fork,Virginia,37.207,-80.4852
Lazy Acres,Lazy Acres,Colorado,40.0837,-105.3313
Genoa,Genoa,Nevada,39.0256,-119.8309
El Macero,El Macero,California,38.544,-121.6852
Elkhorn City,Elkhorn City,Kentucky,37.3202,-82.3522
Bloomfield,Bloomfield,Kentucky,37.9122,-85.314
Tome,Tome,New Mexico,34.739,-106.7251
South Canal,South Canal,Ohio,41.1761,-80.9866
Owyhee,Owyhee,Nevada,41.9165,-116.1825
Grandview,Grandview,Oklahoma,35.9635,-94.9979
Mount Royal,Mount Royal,New Jersey,39.8099,-75.2137
Los Indios,Los Indios,Texas,26.0493,-97.7351
Ehrenberg,Ehrenberg,Arizona,33.6175,-114.4883
Coleman,Coleman,Michigan,43.7588,-84.5869
Silverado Resort,Silverado Resort,California,38.3536,-122.2556
Bigfoot,Bigfoot,Texas,29.0619,-98.8521
Drayton,Drayton,South Carolina,34.9762,-81.9026
Rushville,Rushville,Nebraska,42.7134,-102.4665
Little Rock,Little Rock,Minnesota,47.8667,-95.106
Bunnlevel,Bunnlevel,North Carolina,35.31,-78.7725
Castle Hill,Castle Hill,California,37.8747,-122.0585
Powder Horn,Powder Horn,Wyoming,44.6912,-106.9728
Fuig,Fuig,Puerto Rico,17.9857,-66.917
Graettinger,Graettinger,Iowa,43.237,-94.7504
Clint,Clint,Texas,31.5901,-106.2289
Mi-Wuk Village,Mi-Wuk Village,California,38.057,-120.1793
Fredonia,Fredonia,Arizona,36.9617,-112.5195
Clarksville City,Clarksville City,Texas,32.5329,-94.8946
Lyons,Lyons,Michigan,42.9834,-84.9456
Marble Cliff,Marble Cliff,Ohio,39.9857,-83.0614
Attica,Attica,Michigan,43.0313,-83.1607
White Plains,White Plains,Kentucky,37.1707,-87.3801
Wilhoit,Wilhoit,Arizona,34.4082,-112.6156
Route 7 Gateway,Route 7 Gateway,Connecticut,41.3171,-73.4746
Plainfield,Plainfield,Wisconsin,44.2175,-89.4969
Bunkerville,Bunkerville,Nevada,36.7594,-114.1412
Renova,Renova,Mississippi,33.7805,-90.7232
Spearville,Spearville,Kansas,37.8481,-99.7548
Altus,Altus,Arkansas,35.4468,-93.7644
Eden,Eden,Maryland,38.2792,-75.6533
Ouray,Ouray,Colorado,38.0276,-107.6734
Maysville,Maysville,Missouri,39.8859,-94.3634
Tidmore Bend,Tidmore Bend,Alabama,34.0324,-85.9253
Caldwell,Caldwell,Kansas,37.035,-97.6089
Daniel,Daniel,Utah,40.4668,-111.4096
Lawrence,Lawrence,Michigan,42.2157,-86.0534
Bolivar,Bolivar,Ohio,40.6539,-81.455
Santa Ana Pueblo,Santa Ana Pueblo,New Mexico,35.3495,-106.5202
Rosendale,Rosendale,Wisconsin,43.808,-88.6732
Carson City,Carson City,Michigan,43.1815,-84.8462
Tres Pinos,Tres Pinos,California,36.7904,-121.3105
Aspen Park,Aspen Park,Colorado,39.5423,-105.2967
Coker,Coker,Alabama,33.2446,-87.68
North Bend,North Bend,Ohio,39.1505,-84.7405
Berry Creek,Berry Creek,California,39.6314,-121.4052
Pembroke,Pembroke,Virginia,37.3219,-80.6365
Sultana,Sultana,California,36.5455,-119.3379
Lincoln,Lincoln,Montana,46.953,-112.6693
Hilltop,Hilltop,Minnesota,45.0536,-93.2501
Preston,Preston,Iowa,42.0492,-90.3971
Harlem,Harlem,Montana,48.5318,-108.7847
Norvelt,Norvelt,Pennsylvania,40.205,-79.497
Rockwell,Rockwell,Iowa,42.98,-93.1872
Cotter,Cotter,Arkansas,36.2819,-92.5212
Grant City,Grant City,Missouri,40.4858,-94.4135
Luxora,Luxora,Arkansas,35.7575,-89.9298
Strawberry,Strawberry,Arizona,34.4012,-111.51
Rowland,Rowland,North Carolina,34.5362,-79.2928
Cut and Shoot,Cut and Shoot,Texas,30.3403,-95.354
South Pekin,South Pekin,Illinois,40.4955,-89.6524
Rouse,Rouse,California,37.6196,-121.0084
Lawrence,Lawrence,Pennsylvania,40.304,-80.122
Genoa,Genoa,Arkansas,33.3775,-93.8825
Rocksprings,Rocksprings,Texas,30.0172,-100.2128
Elmo,Elmo,Texas,32.7315,-96.1589
Rolling Hills,Rolling Hills,Kentucky,38.2825,-85.5784
Puxico,Puxico,Missouri,36.9507,-90.1586
Frederica,Frederica,Delaware,39.0081,-75.4667
Douglas,Douglas,Alabama,34.1705,-86.3224
Porter Heights,Porter Heights,Texas,30.1501,-95.3217
Kidron,Kidron,Ohio,40.744,-81.7467
Green Lake,Green Lake,Wisconsin,43.8441,-88.9561
Elsie,Elsie,Michigan,43.0895,-84.3889
La Conner,La Conner,Washington,48.3926,-122.4945
Millville,Millville,Pennsylvania,41.1205,-76.5253
Indian Lake,Indian Lake,Missouri,38.0935,-91.4529
Eagle,Eagle,Nebraska,40.8161,-96.4329
Bellerose,Bellerose,New York,40.7243,-73.7167
Rock Springs,Rock Springs,New Mexico,35.6188,-108.8345
Earth,Earth,Texas,34.2338,-102.4091
North Branch,North Branch,Michigan,43.2286,-83.192
Toa Baja,Toa Baja,Puerto Rico,18.4439,-66.2547
Parcelas La Milagrosa,Parcelas La Milagrosa,Puerto Rico,18.1716,-66.1868
Botkins,Botkins,Ohio,40.4587,-84.1782
Harlowton,Harlowton,Montana,46.4368,-109.8353
Empire,Empire,Louisiana,29.4133,-89.6052
Roland,Roland,Arkansas,34.9005,-92.5186
Iron Ridge,Iron Ridge,Wisconsin,43.3982,-88.532
Maypearl,Maypearl,Texas,32.3141,-97.0051
Rio,Rio,Wisconsin,43.4497,-89.2388
Layton,Layton,New Jersey,41.2192,-74.8229
Doyle,Doyle,California,40.0275,-120.1173
Martin,Martin,South Dakota,43.1749,-101.7323
Lincoln,Lincoln,Pennsylvania,40.2994,-79.8555
Glen Ellen,Glen Ellen,California,38.3564,-122.5412
Embreeville,Embreeville,Tennessee,36.1767,-82.4494
Mantorville,Mantorville,Minnesota,44.0656,-92.7537
Ellendale,Ellendale,North Dakota,46.0043,-98.5254
Piedmont,Piedmont,West Virginia,39.4778,-79.0466
Lawtell,Lawtell,Louisiana,30.5126,-92.1832
Holden Beach,Holden Beach,North Carolina,33.9121,-78.3182
Tabor,Tabor,Iowa,40.8949,-95.6736
Palouse,Palouse,Washington,46.9104,-117.0751
White Lake,White Lake,North Carolina,34.6418,-78.4969
Loyalton,Loyalton,California,39.6768,-120.2448
Calvert,Calvert,Texas,30.9791,-96.6716
East Sparta,East Sparta,Ohio,40.6635,-81.3643
Ruby,Ruby,New York,42.0125,-74.0103
Bow Mar,Bow Mar,Colorado,39.6251,-105.0511
Garland,Garland,North Carolina,34.7859,-78.3947
Painted Hills,Painted Hills,Indiana,39.3963,-86.3494
Volcano Golf Course,Volcano Golf Course,Hawaii,19.4424,-155.2789
Keystone,Keystone,Colorado,39.5901,-105.9383
Wakefield,Wakefield,Kansas,39.2164,-97.0187
Boonville,Boonville,California,39.0115,-123.374
Buffalo,Buffalo,Iowa,41.4666,-90.717
Ship Bottom,Ship Bottom,New Jersey,39.6459,-74.1835
Greenleaf,Greenleaf,Idaho,43.6753,-116.821
Lake Koshkonong,Lake Koshkonong,Wisconsin,42.8838,-88.9424
Lilbourn,Lilbourn,Missouri,36.5907,-89.6132
Forkland,Forkland,Alabama,32.6489,-87.8671
Lake Quivira,Lake Quivira,Kansas,39.0393,-94.7685
Sprague,Sprague,West Virginia,37.7938,-81.1822
Elloree,Elloree,South Carolina,33.5301,-80.5712
Oppelo,Oppelo,Arkansas,35.1003,-92.7733
Larchwood,Larchwood,Iowa,43.4547,-96.4363
Martin's Additions,Martin's Additions,Maryland,38.9796,-77.0693
Masaryktown,Masaryktown,Florida,28.4417,-82.461
St. Mary's,St. Mary's,Alaska,62.0718,-163.2805
Woods Hole,Woods Hole,Massachusetts,41.5303,-70.6614
Rochelle,Rochelle,Georgia,31.9488,-83.4569
Telford,Telford,Tennessee,36.2534,-82.5478
Chumuckla,Chumuckla,Florida,30.7826,-87.2309
North Hills,North Hills,West Virginia,39.315,-81.5088
Watkins,Watkins,Colorado,39.6984,-104.5773
Sedan,Sedan,Kansas,37.1284,-96.1848
Mountain City,Mountain City,Georgia,34.9196,-83.3854
New Salem,New Salem,Pennsylvania,39.9037,-76.7912
Groveton,Groveton,Texas,31.0572,-95.1268
Laurie,Laurie,Missouri,38.208,-92.8253
La France,La France,South Carolina,34.6115,-82.7667
Goodland,Goodland,Indiana,40.7637,-87.2951
Lavalette,Lavalette,West Virginia,38.3224,-82.4479
Redstone Arsenal,Redstone Arsenal,Alabama,34.6645,-86.653
Walnut,Walnut,Iowa,41.4894,-95.2197
De Smet,De Smet,South Dakota,44.3862,-97.5496
Powell,Powell,Alabama,34.5326,-85.8975
Redwater,Redwater,Texas,33.3585,-94.2551
Bronte,Bronte,Texas,31.8857,-100.2955
Gordon,Gordon,Pennsylvania,40.7502,-76.3398
Mucarabones,Mucarabones,Puerto Rico,18.3906,-66.2178
Ninnekah,Ninnekah,Oklahoma,34.964,-97.9447
Aynor,Aynor,South Carolina,34.0002,-79.2071
Arnolds Park,Arnolds Park,Iowa,43.3602,-95.1264
Pala,Pala,California,33.3639,-117.0675
Dresser,Dresser,Wisconsin,45.3616,-92.6344
Pickett,Pickett,Oklahoma,34.7795,-96.7755
Hackberry,Hackberry,Louisiana,29.9717,-93.3947
Amherst,Amherst,Wisconsin,44.4475,-89.2832
Southwest City,Southwest City,Missouri,36.5205,-94.6103
Daguao,Daguao,Puerto Rico,18.2217,-65.6798
Ansonia,Ansonia,Ohio,40.2141,-84.6344
Ohatchee,Ohatchee,Alabama,33.7877,-86.0281
Woodward,Woodward,Iowa,41.8528,-93.9207
Garrison,Garrison,Texas,31.8252,-94.4932
Ames,Ames,Texas,30.0451,-94.7373
Taft Mosswood,Taft Mosswood,California,37.9139,-121.2831
Pughtown,Pughtown,Pennsylvania,40.1699,-75.6599
Knights Landing,Knights Landing,California,38.798,-121.7175
Loma Linda,Loma Linda,Missouri,36.9858,-94.5922
St. Paul,St. Paul,Texas,33.0437,-96.5504
Rockford,Rockford,Ohio,40.6912,-84.6497
Prentiss,Prentiss,Mississippi,31.5995,-89.8746
Housatonic,Housatonic,Massachusetts,42.2487,-73.3626
Guernsey,Guernsey,Wyoming,42.2656,-104.743
Coffeeville,Coffeeville,Mississippi,33.9764,-89.6845
Las Ollas,Las Ollas,Puerto Rico,18.0142,-66.4207
Roslyn Harbor,Roslyn Harbor,New York,40.8158,-73.6379
Cañoncito,Canoncito,New Mexico,35.5388,-105.8391
Rapids City,Rapids City,Illinois,41.5786,-90.3399
Fall Branch,Fall Branch,Tennessee,36.4161,-82.6242
Beasley,Beasley,Texas,29.4952,-95.9154
Roan Mountain,Roan Mountain,Tennessee,36.1866,-82.0706
Orleans,Orleans,Vermont,44.809,-72.2011
Berry,Berry,Alabama,33.6623,-87.6079
Despard,Despard,West Virginia,39.2874,-80.3158
Underwood,Underwood,Iowa,41.3807,-95.6821
Drexel,Drexel,Missouri,38.5005,-94.6025
Belmont,Belmont,Wisconsin,42.7379,-90.3346
Foots Creek,Foots Creek,Oregon,42.3845,-123.1408
Story,Story,Wyoming,44.5731,-106.9142
Frontón,Fronton,Puerto Rico,18.3097,-66.5603
Cave Spring,Cave Spring,Georgia,34.1081,-85.3388
Baileyton,Baileyton,Alabama,34.2609,-86.6083
Diamond,Diamond,Missouri,36.9969,-94.3152
Eagleville,Eagleville,Tennessee,35.7391,-86.6528
Clendenin,Clendenin,West Virginia,38.4859,-81.3503
Blue Ridge,Blue Ridge,Texas,33.2978,-96.3978
Sandoval,Sandoval,Illinois,38.6121,-89.1193
Higginson,Higginson,Arkansas,35.1968,-91.7152
Madisonville,Madisonville,Louisiana,30.4003,-90.1653
Accomac,Accomac,Virginia,37.7196,-75.6673
Liberty Center,Liberty Center,Ohio,41.4436,-84.0078
Honalo,Honalo,Hawaii,19.581,-155.8985
Yermo,Yermo,California,34.9073,-116.8235
French Settlement,French Settlement,Louisiana,30.3156,-90.8031
Paw Paw,Paw Paw,Illinois,41.6877,-88.98
Lake Kathryn,Lake Kathryn,Florida,29.0072,-81.4906
Bayside Gardens,Bayside Gardens,Oregon,45.7143,-123.9165
Clarkfield,Clarkfield,Minnesota,44.7907,-95.8079
Allison,Allison,Iowa,42.752,-92.7957
Loup City,Loup City,Nebraska,41.2766,-98.9677
McNary,McNary,Arizona,34.0923,-109.8541
Laurel,Laurel,New York,40.9728,-72.556
Pond Creek,Pond Creek,Oklahoma,36.6679,-97.8024
Sidney,Sidney,Illinois,40.025,-88.0721
Hooper,Hooper,Nebraska,41.6116,-96.5487
Port Republic,Port Republic,New Jersey,39.5328,-74.4852
Lake Park,Lake Park,Georgia,30.6851,-83.1873
Marion Center,Marion Center,Massachusetts,41.7042,-70.7629
Royalton,Royalton,Pennsylvania,40.1873,-76.7269
New Market,New Market,Pennsylvania,40.223,-76.8561
Atwood,Atwood,Illinois,39.7992,-88.4626
Fairview,Fairview,Montana,47.852,-104.051
Richland,Richland,Michigan,42.3762,-85.4553
Minturn,Minturn,Colorado,39.5463,-106.3871
Wink,Wink,Texas,31.7545,-103.1541
Barker Heights,Barker Heights,North Carolina,35.3104,-82.4412
Hide-A-Way Hills,Hide-A-Way Hills,Ohio,39.6551,-82.466
Hobson City,Hobson City,Alabama,33.6148,-85.8561
Utica,Utica,Mississippi,32.1061,-90.6221
Dortches,Dortches,North Carolina,36.0114,-77.8572
Convoy,Convoy,Ohio,40.9174,-84.705
Howard,Howard,Colorado,38.4098,-105.8424
Lydia,Lydia,Louisiana,29.9263,-91.7813
Ottoville,Ottoville,Ohio,40.9342,-84.3383
Arapahoe,Arapahoe,Nebraska,40.3052,-99.898
Worthing,Worthing,South Dakota,43.33,-96.7683
Potomac Park,Potomac Park,Maryland,39.6124,-78.8082
South Wallins,South Wallins,Kentucky,36.8152,-83.4044
Rosiclare,Rosiclare,Illinois,37.4239,-88.3501
Kekoskee,Kekoskee,Wisconsin,43.5019,-88.5863
Vaughn,Vaughn,Montana,47.5523,-111.5608
Clarksburg,Clarksburg,Tennessee,35.8705,-88.3937
Alice Acres,Alice Acres,Texas,27.7119,-98.108
El Rito,El Rito,New Mexico,36.338,-106.1844
Pleasant Hill,Pleasant Hill,Texas,31.0033,-94.7936
Millersport,Millersport,Ohio,39.898,-82.5387
Campbell,Campbell,Texas,33.1483,-95.9532
Anita,Anita,Iowa,41.4437,-94.766
Celeste,Celeste,Texas,33.2896,-96.1945
Yemassee,Yemassee,South Carolina,32.6733,-80.8515
Harrison,Harrison,Illinois,37.7979,-89.3364
Cavetown,Cavetown,Maryland,39.6426,-77.5933
Cateechee,Cateechee,South Carolina,34.7694,-82.7767
Sentinel,Sentinel,Oklahoma,35.157,-99.1736
Pocono Mountain Lake Estates,Pocono Mountain Lake Estates,Pennsylvania,41.1567,-74.9646
Alcester,Alcester,South Dakota,43.0278,-96.6268
Wayne City,Wayne City,Illinois,38.3481,-88.5895
Sweet Home,Sweet Home,Arkansas,34.6707,-92.2465
Crystal Springs,Crystal Springs,Florida,28.183,-82.1539
Brushy,Brushy,Oklahoma,35.5578,-94.7434
Owen,Owen,Wisconsin,44.9485,-90.5621
Vardaman,Vardaman,Mississippi,33.8822,-89.1778
Agency Village,Agency Village,South Dakota,45.5796,-97.0782
Upper Exeter,Upper Exeter,Pennsylvania,41.407,-75.8503
Earlston,Earlston,Pennsylvania,40.0038,-78.3736
Farmington,Farmington,Pennsylvania,39.81,-79.5623
Stromsburg,Stromsburg,Nebraska,41.1159,-97.5912
Philpot,Philpot,Kentucky,37.7356,-87.0013
St. George Island,St. George Island,Florida,29.652,-84.8881
Camp Wood,Camp Wood,Texas,29.6691,-100.0108
Castle Hayne,Castle Hayne,North Carolina,34.3583,-77.9114
Spring Hill,Spring Hill,Pennsylvania,40.3704,-78.6691
Alderson,Alderson,West Virginia,37.7277,-80.6436
Rio,Rio,Virginia,38.0804,-78.4732
Gladbrook,Gladbrook,Iowa,42.1861,-92.7151
Flint Creek,Flint Creek,Oklahoma,36.1765,-94.7436
Emerald Bay,Emerald Bay,Texas,32.1602,-95.438
Magazine,Magazine,Arkansas,35.1534,-93.8078
Dilworthtown,Dilworthtown,Pennsylvania,39.9032,-75.5709
Jones Valley,Jones Valley,California,40.6999,-122.2405
Jeffersonville,Jeffersonville,Georgia,32.6863,-83.3433
Oriental,Oriental,North Carolina,35.0357,-76.6816
Chicora,Chicora,Pennsylvania,40.9505,-79.7401
Riceboro,Riceboro,Georgia,31.7264,-81.4438
Hollywood,Hollywood,Alabama,34.7195,-85.9641
Ranchester,Ranchester,Wyoming,44.9075,-107.1674
Converse,Converse,Indiana,40.5769,-85.8803
Saegertown,Saegertown,Pennsylvania,41.7165,-80.1364
Overbrook,Overbrook,Kansas,38.7794,-95.5569
West Wood,West Wood,Utah,39.6051,-110.8424
Flushing,Flushing,Ohio,40.1481,-81.0647
Randolph,Randolph,Utah,41.6655,-111.1846
South Corning,South Corning,New York,42.1262,-77.0356
Dakota City,Dakota City,Iowa,42.7229,-94.1977
Mannsville,Mannsville,Oklahoma,34.1854,-96.8981
Notasulga,Notasulga,Alabama,32.5573,-85.6692
Spaulding,Spaulding,Illinois,39.8663,-89.5447
Sabana,Sabana,Puerto Rico,18.4643,-66.3517
Minor,Minor,Alabama,33.539,-86.9401
Cottondale,Cottondale,Florida,30.7891,-85.3644
Gila Crossing,Gila Crossing,Arizona,33.2731,-112.1627
Oshkosh,Oshkosh,Nebraska,41.408,-102.3452
Ninilchik,Ninilchik,Alaska,60.0745,-151.3843
Wittenberg,Wittenberg,Wisconsin,44.827,-89.1664
Riceville,Riceville,Tennessee,35.3895,-84.6989
Baconton,Baconton,Georgia,31.3804,-84.1592
Bude,Bude,Mississippi,31.463,-90.8509
Glidden,Glidden,Iowa,42.0577,-94.7266
Galatia,Galatia,Illinois,37.8414,-88.6148
Valley Springs,Valley Springs,South Dakota,43.5824,-96.4656
Middlesex,Middlesex,North Carolina,35.7894,-78.2047
Whitewater,Whitewater,Kansas,37.9636,-97.146
Clark Fork,Clark Fork,Idaho,48.1472,-116.1768
Angel Fire,Angel Fire,New Mexico,36.3821,-105.2718
Silver Lake,Silver Lake,Indiana,41.0743,-85.8923
Riverpoint,Riverpoint,Washington,47.4842,-121.7151
Clifton,Clifton,South Carolina,34.9846,-81.8222
Bloomingburg,Bloomingburg,New York,41.5519,-74.4436
Riceville,Riceville,Iowa,43.362,-92.5538
North Webster,North Webster,Indiana,41.3239,-85.6979
Hillsboro,Hillsboro,Mississippi,32.4491,-89.4889
Crawford,Crawford,Nebraska,42.6845,-103.416
Marblehead,Marblehead,Ohio,41.5236,-82.7285
Sunnyside,Sunnyside,Georgia,31.2406,-82.3411
Brady,Brady,Washington,47.0064,-123.5321
Bauxite,Bauxite,Arkansas,34.5602,-92.4989
Dublin,Dublin,Indiana,39.8127,-85.2056
Courtland,Courtland,Mississippi,34.2411,-89.9433
Louise,Louise,Texas,29.1118,-96.4123
Savoy,Savoy,Texas,33.5999,-96.3662
Campti,Campti,Louisiana,31.898,-93.1158
Acalanes Ridge,Acalanes Ridge,California,37.9046,-122.0786
Odin,Odin,Illinois,38.6159,-89.0541
Twinsburg Heights,Twinsburg Heights,Ohio,41.3064,-81.4579
Greeley Hill,Greeley Hill,California,37.7505,-120.1228
Blades,Blades,Delaware,38.6353,-75.6024
Merrill,Merrill,Iowa,42.7206,-96.2519
Lake Nebagamon,Lake Nebagamon,Wisconsin,46.512,-91.6995
Lockwood,Lockwood,Missouri,37.3867,-93.9579
Brook,Brook,Indiana,40.8664,-87.3653
Camden,Camden,North Carolina,36.325,-76.17
Jonestown,Jonestown,Mississippi,34.3222,-90.4541
Buffalo Soapstone,Buffalo Soapstone,Alaska,61.7071,-149.1093
McElhattan,McElhattan,Pennsylvania,41.1543,-77.3522
Chualar,Chualar,California,36.5711,-121.5103
Yorkville,Yorkville,Ohio,40.1528,-80.7079
Peña Pobre,Pena Pobre,Puerto Rico,18.2174,-65.8221
Twin Lakes,Twin Lakes,New Mexico,35.6833,-108.7709
McCloud,McCloud,California,41.2541,-122.1361
Kendall,Kendall,Washington,48.9156,-122.1336
Miamitown,Miamitown,Ohio,39.217,-84.7095
Halaula,Halaula,Hawaii,20.2233,-155.7739
Colfax,Colfax,Indiana,40.1944,-86.6673
Etna,Etna,Ohio,39.9544,-82.6878
Oakland,Oakland,South Carolina,33.9868,-80.4972
Henderson,Henderson,Nebraska,40.78,-97.8117
Vanceboro,Vanceboro,North Carolina,35.303,-77.1567
Williamsport,Williamsport,Ohio,39.5824,-83.1206
New Madison,New Madison,Ohio,39.9671,-84.7082
Royal Hawaiian Estates,Royal Hawaiian Estates,Hawaii,19.4413,-155.1841
Henderson,Henderson,Minnesota,44.5278,-93.9091
Kindred,Kindred,North Dakota,46.6494,-97.0169
Santa Clara Pueblo,Santa Clara Pueblo,New Mexico,35.9726,-106.0927
Arthurdale,Arthurdale,West Virginia,39.4953,-79.8168
Borden,Borden,Indiana,38.4699,-85.9491
Dale,Dale,South Carolina,32.5555,-80.7015
Beach,Beach,North Dakota,46.9189,-104.0055
Port Morris,Port Morris,New Jersey,40.9061,-74.6845
Stephens,Stephens,Arkansas,33.4221,-93.067
Amity,Amity,Arkansas,34.2662,-93.4634
Greenfields,Greenfields,Pennsylvania,40.3627,-75.9565
Laurel,Laurel,Nebraska,42.4301,-97.0986
Waitsburg,Waitsburg,Washington,46.2698,-118.1509
Christiana,Christiana,Pennsylvania,39.9545,-75.997
Kettleman City,Kettleman City,California,36.0089,-119.9629
Grantsville,Grantsville,Maryland,39.6969,-79.1528
Bayshore,Bayshore,Oregon,44.4419,-124.0754
Boyce,Boyce,Virginia,39.0933,-78.0601
Bromley,Bromley,Kentucky,39.0801,-84.5629
Inman Mills,Inman Mills,South Carolina,35.0408,-82.1024
Guilford Lake,Guilford Lake,Ohio,40.8032,-80.8772
Rennerdale,Rennerdale,Pennsylvania,40.4002,-80.1396
Bellaire,Bellaire,Michigan,44.9739,-85.2057
Augusta,Augusta,Michigan,42.3378,-85.3525
Carlton,Carlton,Minnesota,46.6628,-92.4067
Ashippun,Ashippun,Wisconsin,43.2182,-88.5159
Essex,Essex,Illinois,41.1819,-88.1926
McCullom Lake,McCullom Lake,Illinois,42.368,-88.2965
Inkom,Inkom,Idaho,42.7955,-112.2448
Stover,Stover,Missouri,38.4417,-92.9902
Norris Canyon,Norris Canyon,California,37.7457,-121.9881
Eagle Lake,Eagle Lake,Wisconsin,42.7014,-88.1291
Upper Lake,Upper Lake,California,39.1655,-122.9052
Wister,Wister,Oklahoma,34.9696,-94.7212
Marion,Marion,South Dakota,43.4236,-97.2605
Laupahoehoe,Laupahoehoe,Hawaii,19.9723,-155.2345
Bloomingburg,Bloomingburg,Ohio,39.6079,-83.3953
Allgood,Allgood,Alabama,33.9064,-86.5178
Cluster Springs,Cluster Springs,Virginia,36.6128,-78.9221
Danielsville,Danielsville,Georgia,34.1238,-83.2202
Hulmeville,Hulmeville,Pennsylvania,40.1421,-74.9075
Greenview,Greenview,Illinois,40.0849,-89.7406
Palo Alto,Palo Alto,Pennsylvania,40.6861,-76.1699
